0.9368997895485519,0.9993036459262861,0.9995325344118495,0.9948077962475181,0.9824976685215625,0.9826204652523164,0.9882380102813716,0.9715160333910547,0.9762600253673316,0.995133542897715,0.9997889555185379,0.9984748956851783,0.9780772434273959,0.9967275458200163,0.9932112547679137,0.9935814141029383,0.9890815112606443,0.9722855112276173,0.9225815578054943,0.998393970540357,0.9997896735055378,0.9243213619523106,0.9973724783681399,0.5671650017807875,0.9767516054334816,0.999032603516253,0.5594904655160444,0.9936038174189747,0.9813014288535294,0.6226996203006735,0.9714822123120542,0.9368985672293005,0.9407329932649675,0.6365532946106095,0.8172545852503715,0.8653992896009288,0.9607925052258964,0.9141773286127596,0.8800219750594063,0.9343227375681241,0.9457988214306631,0.9865528724519257,0.7276673579341825,0.8417404839175953,0.9990162836567255,0.7784312859694047,0.8706538334543931,0.8027413461102414,0.8565495577375377,0.5648477494783765,0.9070322546070199,0.8343389973053555,0.5294958930897935,0.7091028923546193,0.6313564902305299,0.9208713455066406
56
0.0
