0.9958483949452517,0.9866517174957471,0.9811443494616225,0.949791216901481,0.9948208072988016,0.9826204652523164,0.9815545328431944,0.9565257497078654,0.9703020149448235,0.9866773506051831,0.991099602672432,0.9280967588743545,0.9489584260215718,0.9780772434273959,0.8898832414120215,0.9109731162429919,0.9491850186812495,0.9104238617455337,0.9722855112276173,0.9225815578054943,0.9966869251102107,0.9431019718733449,0.9243213619523106,0.9582561567140282,0.8344712166990249,0.8127357100722244,0.8566632485075134,0.8755231461175947,0.6741295022667876,0.6226996203006735,0.9332177930326442,0.9714822123120542,0.9368985672293005,0.7405520556191211,0.6365532946106095,0.8172545852503715,0.8653992896009288,0.9607925052258964,0.9141773286127596,0.8800219750594063,0.6371499545766551,0.9457988214306631,0.9865528724519257,0.7276673579341825,0.8417404839175953,0.7811260116382429,0.7784312859694047,0.8706538334543931,0.8027413461102414,0.8565495577375377,0.9513255805682514,0.9070322546070199,0.8343389973053555,0.5294958930897935,0.7091028923546193,0.6313564902305299,0.9208713455066406
57
0.0
